time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2014-02-10,2.7,0.7,7.4,93,4.8,,6.8,,1005.2,,6
2014-02-11,3.6,1.1,6.7,88,,,9.0,,1005.6,,7
2014-02-12,0.9,-1.3,5.5,95,0.0,,4.8,,1010.0,,7
2014-02-13,-0.1,-2.3,2.9,96,2.5,,8.8,,1007.4,,
2014-02-14,2.6,0.6,5.6,88,0.0,,13.0,,1006.4,,7
2014-02-15,2.8,-1.6,7.6,79,0.0,,9.7,,1011.9,,5
2014-02-16,4.6,1.4,9.5,79,1.3,,8.3,,1009.0,,6
2014-02-17,3.5,1.1,7.3,77,0.0,,9.3,,1014.7,,3
2014-02-18,4.2,-1.5,10.8,73,0.0,,7.0,,1019.4,,4
2014-02-19,3.7,0.8,6.2,80,0.0,,7.5,,1011.9,,8
2014-02-20,4.7,1.9,8.1,86,0.0,,8.0,,1013.9,,6
2014-02-21,3.8,-1.6,10.2,81,0.0,,8.1,,1012.4,,2
2014-02-22,4.2,0.3,8.1,89,0.0,,7.3,,1015.1,,6
2014-02-23,2.6,-4.2,10.4,78,0.0,,3.3,,1025.2,,2
2014-02-24,1.9,-3.4,7.1,85,0.0,,12.2,,1028.4,,4
2014-02-25,1.3,-1.1,5.8,76,0.0,,20.1,,1024.3,,1
2014-02-26,0.9,-2.2,6.6,82,0.0,,12.6,,1023.4,,2
2014-02-27,2.7,-2.1,9.3,83,0.0,,10.5,,1020.8,,3
2014-02-28,1.2,-1.0,5.4,91,0.0,,14.2,,1012.6,,4
2014-03-01,3.2,-0.4,7.7,90,0.0,,10.4,,1008.6,,5
2014-03-02,2.1,1.6,4.1,94,0.0,,15.8,,1010.1,,7
2014-03-03,4.7,0.9,10.0,76,0.0,,20.9,,1006.8,,4
2014-03-04,2.6,0.6,6.3,77,0.0,,20.7,,1009.2,,6
2014-03-05,3.7,2.1,6.4,81,0.0,,9.6,,1017.3,,7
2014-03-06,4.7,2.0,7.6,71,0.0,,12.3,,1028.2,,7
2014-03-07,4.6,3.0,7.9,74,0.0,,8.2,,1030.6,,7
2014-03-08,5.2,1.4,10.3,77,0.0,,7.5,,1032.8,,5
2014-03-09,3.9,-4.3,12.6,67,0.0,,4.7,,1037.5,,2
2014-03-10,6.0,-1.0,14.2,52,0.0,,7.3,,1032.1,,1
2014-03-11,6.2,-2.7,14.5,56,0.0,,10.6,,1029.4,,2
2014-03-12,5.2,-1.1,11.8,59,0.0,,8.0,,1033.8,,1
2014-03-13,7.1,-1.1,14.2,52,0.0,,9.2,,1028.0,,0
2014-03-14,8.3,2.8,14.5,52,0.0,,11.7,,1020.4,,4
2014-03-15,5.7,2.1,11.0,69,0.0,,25.1,,1000.7,,5
2014-03-16,2.7,0.9,6.7,84,7.4,,20.1,,998.0,,6
2014-03-17,7.0,0.6,11.3,81,12.7,,27.6,,1003.4,,6
2014-03-18,7.9,4.5,10.9,76,1.8,,16.2,,1010.3,,7
2014-03-19,7.9,7.3,9.7,77,0.0,,17.7,,1009.8,,7
2014-03-20,9.7,6.8,14.6,75,0.3,,19.9,,1016.5,,5
2014-03-21,14.4,4.7,22.4,49,0.0,,10.0,,1011.6,,5
2014-03-22,14.2,9.3,19.8,53,0.0,,8.5,,1007.4,,5
2014-03-23,9.4,7.2,14.2,80,0.5,,9.1,,1003.6,,7
2014-03-24,7.8,5.3,10.0,90,3.0,,9.7,,1003.5,,7
2014-03-25,4.6,2.8,7.0,87,11.9,,8.5,,1006.3,,7
2014-03-26,5.9,-0.4,11.1,75,0.0,,7.7,,1018.2,,5
2014-03-27,6.3,4.0,8.3,89,0.0,,8.0,,1020.3,,7
2014-03-28,10.9,6.5,16.6,77,,,11.0,,1020.8,,3
2014-03-29,8.6,2.8,14.7,48,0.0,,8.4,,1025.7,,0
2014-03-30,8.2,0.3,16.0,51,0.0,,5.0,,1020.0,,1
2014-03-31,9.3,2.5,16.8,60,0.0,,10.5,,1011.6,,4
2014-04-01,5.0,2.7,10.6,52,0.0,,13.6,,1014.9,,4
2014-04-02,4.9,-1.9,11.8,49,0.0,,7.4,,1017.1,,
2014-04-03,7.9,2.7,16.8,54,0.0,,10.5,,1008.1,,4
2014-04-04,7.2,2.7,12.5,62,0.0,,13.8,,1014.3,,
2014-04-05,7.2,3.6,13.2,43,0.0,,21.0,,1020.1,,4
2014-04-06,5.2,1.5,10.4,60,0.0,,7.8,,1017.5,,5
2014-04-07,11.2,0.9,18.5,71,0.0,,8.4,,1016.8,,5
2014-04-08,15.3,7.5,23.3,66,0.0,,10.7,,1010.9,,6
2014-04-09,8.0,6.0,16.1,70,0.3,,17.6,,1012.7,,6
2014-04-10,6.7,4.7,11.4,85,2.3,,5.8,,1015.2,,6
2014-04-11,6.3,1.9,11.5,77,2.8,,7.6,,1021.6,,
2014-04-12,6.2,0.2,11.8,77,0.0,,5.9,,1019.4,,4
2014-04-13,8.4,2.1,14.2,75,0.0,,8.4,,1013.7,,4
2014-04-14,6.9,5.6,10.3,84,0.0,,9.2,,1005.9,,7
2014-04-15,6.1,5.3,9.8,86,7.1,,14.8,,1010.1,,7
2014-04-16,5.6,3.8,9.4,76,2.3,,15.9,,1024.4,,6
2014-04-17,7.3,1.3,13.5,57,0.0,,5.2,,1024.9,,
2014-04-18,10.6,2.7,18.6,69,1.0,,9.0,,1012.2,,5
2014-04-19,16.1,11.3,22.6,58,2.5,,21.2,,1015.9,,
2014-04-20,12.9,11.1,18.6,81,0.0,,15.2,,1015.2,,6
2014-04-21,13.4,9.6,18.7,79,5.6,,10.4,,1012.8,,5
2014-04-22,16.1,9.7,22.5,69,0.0,,8.8,,1013.3,,3
2014-04-23,16.4,11.0,23.3,66,0.0,,7.4,,1018.0,,5
2014-04-24,15.7,10.5,20.8,59,,,13.7,,1020.7,,4
2014-04-25,14.6,8.2,20.4,59,0.0,,17.2,,1018.6,,4
2014-04-26,12.9,12.8,17.1,89,0.0,,16.2,,1014.3,,8
2014-04-27,14.5,11.8,19.3,84,19.8,,7.3,,1008.6,,7
2014-04-28,12.7,10.0,17.6,88,0.0,,7.3,,1009.6,,6
2014-04-29,15.2,9.3,20.7,66,,,8.1,,1009.7,,2
2014-04-30,15.4,7.4,21.8,57,0.0,,5.6,,1008.2,,
2014-05-01,13.9,7.3,19.9,64,,,11.5,,1008.6,,4
2014-05-02,6.8,3.3,15.7,68,0.0,,16.8,,1016.3,,6
2014-05-03,5.6,3.9,9.1,80,1.0,,14.4,,1019.8,,7
2014-05-04,7.3,-0.6,13.2,69,7.6,,12.1,,1017.6,,3
2014-05-05,7.1,1.6,11.4,61,0.0,,9.7,,1019.1,,3
2014-05-06,10.6,,15.4,60,0.0,,7.8,,1019.3,,5
2014-05-07,14.9,10.0,21.8,65,1.0,,9.9,,1011.7,,7
2014-05-08,14.5,9.8,19.0,77,4.6,,6.9,,1013.0,,6
2014-05-09,14.9,9.7,20.0,72,,,8.3,,1012.2,,6
2014-05-10,13.0,9.6,17.0,70,0.3,,14.8,,1010.7,,5
2014-05-11,13.9,8.4,19.4,67,,,9.6,,1005.5,,7
2014-05-12,12.2,9.1,16.8,71,0.0,,13.4,,1006.2,,6
2014-05-13,11.6,8.3,16.4,73,0.5,,9.6,,1010.8,,5
2014-05-14,12.0,5.6,16.4,69,0.5,,9.3,,1017.9,,5
2014-05-15,14.0,10.6,16.6,64,,,26.6,,1021.8,,7
2014-05-16,11.2,8.8,16.3,84,4.1,,27.3,,1018.8,,8
2014-05-17,13.4,11.5,17.8,92,,,13.6,,1014.1,,7
2014-05-18,15.2,9.8,19.8,78,,,6.9,,1014.1,,4
2014-05-19,17.0,10.0,22.5,66,,,7.5,,1016.2,,3
2014-05-20,19.1,10.5,25.0,63,0.0,,5.0,,1016.5,,3
2014-05-21,20.5,13.5,27.0,61,0.0,,7.5,,1019.3,,2
2014-05-22,22.2,15.3,27.7,57,,,15.6,,1018.5,,2
2014-05-23,23.1,17.0,28.4,55,0.0,,17.1,,1015.1,,0
2014-05-24,22.9,17.2,28.6,52,0.0,,14.7,,1014.0,,1
2014-05-25,20.4,15.4,24.6,73,0.0,,12.4,,1017.0,,3
2014-05-26,18.9,15.6,25.8,80,24.9,,10.4,,1016.9,,4
2014-05-27,20.0,15.0,25.5,77,0.0,,13.6,,1010.3,,5
2014-05-28,14.7,11.3,22.7,89,1.5,,16.0,,1008.2,,7
2014-05-29,9.4,7.4,13.0,81,37.3,,15.5,,1011.6,,8
2014-05-30,11.1,9.0,15.5,77,0.0,,8.2,,1016.3,,6
2014-05-31,15.7,7.6,21.4,64,0.0,,10.5,,1015.7,,3
2014-06-01,14.9,9.9,19.8,63,0.0,,21.8,,1014.4,,6
2014-06-02,12.5,10.2,16.7,91,5.6,,14.4,,1013.5,,8
2014-06-03,13.5,11.4,15.3,94,,,5.7,,1013.9,,7
2014-06-04,14.8,9.3,18.4,86,1.0,,7.3,,1013.4,,5
2014-06-05,18.2,10.9,24.4,70,,,5.6,,1013.8,,3
2014-06-06,16.0,14.3,21.6,87,6.1,,6.0,,1019.3,,6
2014-06-07,17.9,11.7,23.6,69,,,3.9,,1020.9,,
2014-06-08,22.2,12.5,29.4,61,0.0,,7.0,,1020.3,,3
2014-06-09,22.8,16.5,29.0,67,0.0,,6.9,,1019.7,,3
2014-06-10,23.1,18.4,27.1,56,0.0,,9.1,,1019.3,,3
2014-06-11,21.6,14.9,26.2,54,,,8.6,,1020.8,,3
2014-06-12,19.3,,24.5,64,0.0,,14.8,,1018.4,,5
2014-06-13,14.5,10.8,21.2,73,1.0,,17.8,,1013.4,,5
2014-06-14,13.4,10.9,16.9,82,,,18.9,,1010.9,,7
2014-06-15,12.3,10.7,15.1,82,4.3,,16.1,,1017.0,,7
2014-06-16,15.1,6.7,21.1,65,0.0,,5.6,,1017.2,,4
2014-06-17,15.9,10.5,20.1,60,0.0,,9.8,,1017.0,,4
2014-06-18,16.8,9.6,22.2,53,0.0,,8.2,,1017.1,,3
2014-06-19,18.0,10.7,22.5,54,,,12.7,,1011.1,,3
2014-06-20,15.2,13.5,18.4,71,0.0,,16.4,,1007.7,,6
2014-06-21,13.9,11.3,18.2,77,0.3,,13.5,,1010.9,,6
2014-06-22,13.7,11.4,16.4,80,,,16.5,,1012.4,,6
2014-06-23,14.3,10.2,18.4,67,,,15.6,,1016.1,,3
2014-06-24,13.8,8.4,18.3,66,0.0,,12.3,,1014.2,,4
2014-06-25,14.7,8.6,19.6,62,0.0,,8.1,,1012.3,,4
2014-06-26,14.6,11.7,18.5,68,0.0,,8.4,,1013.2,,6
2014-06-27,16.4,9.9,21.6,58,,,6.4,,1018.0,,3
2014-06-28,17.4,10.9,25.5,68,5.1,,9.5,,1016.1,,5
2014-06-29,19.5,15.3,27.2,78,,,9.2,,1008.7,,7
2014-06-30,15.9,13.7,21.6,94,15.7,,11.2,,1008.3,,8
2014-07-01,15.8,13.1,20.3,79,19.3,,11.5,,1014.1,,6
2014-07-02,16.8,10.7,22.3,67,,,7.1,,1019.0,,4
2014-07-03,17.7,12.5,22.6,65,0.0,,11.0,,1021.5,,4
2014-07-04,20.3,10.6,27.1,60,0.0,,6.0,,1019.4,,3
2014-07-05,21.8,14.6,27.0,58,0.0,,10.5,,1012.5,,5
2014-07-06,22.8,18.0,28.3,67,,,5.3,,1012.9,,5
2014-07-07,22.7,17.9,29.8,75,0.8,,9.3,,1015.6,,4
2014-07-08,24.8,18.0,30.2,64,,,17.7,,1011.5,,3
2014-07-09,23.7,19.6,29.2,62,,,22.5,,1006.1,,4
2014-07-10,19.7,16.7,24.4,79,5.1,,13.6,,1007.1,,5
2014-07-11,17.6,15.9,21.2,80,2.0,,18.4,,1008.8,,6
2014-07-12,14.8,13.9,17.3,,7.1,,,,,,
2014-07-13,18.4,12.7,23.0,74,7.4,,9.9,,1009.4,,4
2014-07-14,22.1,14.7,28.1,62,0.0,,6.5,,1012.6,,4
2014-07-15,22.8,16.8,28.1,68,0.0,,6.7,,1016.7,,4
2014-07-16,23.1,17.5,28.3,67,0.0,,7.2,,1019.6,,3
2014-07-17,22.8,17.9,27.0,70,0.0,,9.1,,1020.4,,4
2014-07-18,23.4,20.0,27.0,64,,,6.2,,1019.5,,5
2014-07-19,23.4,17.2,28.7,56,,,6.7,,1018.2,,2
2014-07-20,19.8,17.6,26.0,76,2.0,,11.4,,1015.2,,6
2014-07-21,22.1,16.1,27.0,66,29.5,,10.0,,1011.9,,3
2014-07-22,22.3,17.4,27.3,57,0.0,,15.9,,1014.5,,2
2014-07-23,20.3,16.7,26.0,66,0.0,,15.0,,1015.9,,4
2014-07-24,20.9,16.9,26.0,64,,,15.8,,1014.6,,7
2014-07-25,20.0,17.8,23.9,79,3.8,,9.4,,1016.2,,7
2014-07-26,23.7,18.6,28.7,56,,,12.8,,1016.2,,5
2014-07-27,24.0,18.6,29.6,59,0.0,,13.5,,1015.4,,3
2014-07-28,23.8,18.9,30.1,67,0.5,,10.8,,1013.3,,2
2014-07-29,24.2,18.8,29.9,65,,,9.6,,1010.3,,2
2014-07-30,23.4,18.4,27.7,69,,,10.2,,1008.8,,3
2014-07-31,24.2,19.4,28.5,72,,,10.6,,1009.6,,5
2014-08-01,20.9,19.9,24.3,82,0.0,,15.3,,1014.0,,7
2014-08-02,24.5,19.4,31.5,67,,,9.3,,1013.6,,4
2014-08-03,25.2,18.5,31.0,51,0.0,,11.8,,1013.5,,2
2014-08-04,24.6,19.4,32.7,58,,,8.8,,1013.3,,5
2014-08-05,21.6,17.6,25.9,78,10.2,,7.7,,1013.3,,5
2014-08-06,20.1,16.9,24.2,78,0.0,,10.0,,1014.7,,6
2014-08-07,21.0,17.5,26.0,80,0.0,,6.2,,1014.6,,6
2014-08-08,18.9,17.4,22.2,88,6.1,,5.7,,1013.9,,7
2014-08-09,21.1,15.2,27.3,74,1.8,,5.1,,1013.4,,3
2014-08-10,23.6,17.3,29.1,69,0.0,,5.9,,1013.3,,3
2014-08-11,22.9,18.9,29.4,79,,,7.5,,1011.0,,5
2014-08-12,19.0,15.8,22.8,74,0.5,,7.6,,1013.0,,5
2014-08-13,18.7,13.0,23.3,78,0.0,,9.1,,1011.2,,6
2014-08-14,18.6,17.4,20.7,80,19.8,,10.1,,1006.7,,7
2014-08-15,18.4,13.5,23.5,69,0.0,,6.6,,1010.5,,5
2014-08-16,15.2,13.6,19.7,82,2.0,,9.4,,1011.1,,6
2014-08-17,14.9,12.4,18.7,79,0.0,,10.1,,1012.5,,5
2014-08-18,18.7,13.4,23.4,65,0.0,,7.9,,1008.5,,6
2014-08-19,16.3,11.9,20.6,68,0.0,,7.2,,1011.6,,3
2014-08-20,15.8,11.3,20.4,67,,,11.4,,1013.8,,4
2014-08-21,12.5,9.6,17.1,77,0.5,,4.5,,1016.5,,5
2014-08-22,14.9,6.5,21.3,70,0.0,,6.3,,1017.0,,3
2014-08-23,17.1,11.3,23.3,65,0.0,,6.8,,1013.4,,4
2014-08-24,13.4,11.6,18.2,87,0.0,,10.4,,1011.5,,8
2014-08-25,12.7,9.0,18.6,75,5.1,,14.7,,1014.4,,3
2014-08-26,12.2,9.9,14.4,91,0.5,,6.4,,1008.9,,7
2014-08-27,12.4,6.5,17.6,88,3.3,,11.3,,1010.0,,6
2014-08-28,13.9,9.8,20.6,82,5.1,,10.8,,1015.3,,4
2014-08-29,16.4,8.8,22.3,69,4.1,,4.8,,1017.3,,4
2014-08-30,17.8,14.6,22.4,73,1.0,,8.4,,1016.0,,6
2014-08-31,18.4,14.4,23.4,77,0.0,,4.7,,1014.3,,6
2014-09-01,14.9,13.7,18.7,87,0.0,,14.4,,1015.4,,7
2014-09-02,14.9,12.9,19.0,73,0.0,,17.8,,1019.7,,7
2014-09-03,15.8,11.1,21.0,74,0.0,,17.1,,1024.7,,3
2014-09-04,15.9,9.9,21.7,68,,,16.5,,1025.6,,0
2014-09-05,14.9,9.0,21.2,66,0.0,,14.0,,1021.8,,1
2014-09-06,16.2,9.6,23.2,65,0.0,,10.4,,1016.5,,2
2014-09-07,17.9,10.8,24.6,63,0.0,,8.0,,1015.2,,3
2014-09-08,18.6,12.7,26.0,70,2.0,,9.4,,1015.6,,3
2014-09-09,17.1,14.3,21.8,86,0.0,,7.7,,1014.9,,6
2014-09-10,14.7,9.3,18.5,78,0.0,,6.1,,1015.4,,5
2014-09-11,15.3,11.3,17.6,87,0.5,,11.2,,1017.3,,7
2014-09-12,20.3,15.5,26.3,71,0.0,,17.1,,1017.2,,6
2014-09-13,20.3,14.3,26.5,68,,,12.2,,1019.1,,4
2014-09-14,20.4,16.5,26.6,55,0.0,,15.9,,1020.1,,6
2014-09-15,17.7,14.0,23.4,61,0.0,,18.9,,1022.7,,5
2014-09-16,14.6,9.6,19.8,67,,,15.2,,1023.9,,2
2014-09-17,14.6,8.8,20.7,67,0.0,,16.2,,1023.5,,3
2014-09-18,15.8,8.8,23.0,61,0.0,,12.6,,1021.5,,0
2014-09-19,15.8,9.9,21.8,68,0.0,,11.1,,1019.2,,5
2014-09-20,16.6,13.3,20.5,81,,,6.1,,1014.3,,6
2014-09-21,14.6,11.4,18.3,93,0.0,,7.0,,1009.7,,7
2014-09-22,13.4,10.0,16.2,84,1.0,,15.3,,1005.2,,6
2014-09-23,9.3,5.7,13.6,80,1.5,,21.6,,1009.4,,5
2014-09-24,8.2,2.8,14.0,72,1.3,,8.6,,1017.5,,3
2014-09-25,10.9,6.1,16.9,76,,,9.8,,1012.6,,6
2014-09-26,10.9,8.4,15.2,82,0.8,,11.3,,1017.9,,5
2014-09-27,13.2,8.7,17.4,77,,,15.3,,1022.6,,4
2014-09-28,11.6,5.0,18.4,76,0.0,,9.5,,1027.4,,2
2014-09-29,12.9,5.1,21.1,78,0.0,,6.1,,1024.7,,5
2014-09-30,14.8,9.8,19.2,80,0.0,,6.1,,1023.6,,7
2014-10-01,13.0,11.8,15.6,77,0.0,,12.3,,1027.3,,7
2014-10-02,12.7,8.4,17.6,62,,,10.6,,1030.0,,4
2014-10-03,10.4,5.3,17.1,68,0.0,,7.4,,1030.4,,1
2014-10-04,9.4,3.5,16.2,66,0.0,,9.5,,1027.2,,0
2014-10-05,9.3,2.5,16.7,62,0.0,,9.6,,1024.3,,3
2014-10-06,9.4,3.1,16.5,66,0.0,,12.3,,1022.6,,1
2014-10-07,11.7,7.0,16.4,70,,,18.9,,1020.1,,5
2014-10-08,13.4,9.3,17.5,77,0.0,,12.8,,1017.6,,6
2014-10-09,16.4,9.6,24.0,76,0.0,,10.5,,1014.0,,4
2014-10-10,16.2,11.6,23.4,80,0.0,,7.6,,1016.0,,1
2014-10-11,16.0,8.2,22.4,81,0.0,,6.0,,1016.3,,4
2014-10-12,13.9,10.3,17.7,86,0.0,,8.9,,1015.1,,6
2014-10-13,13.7,6.4,21.0,85,0.0,,10.1,,1014.5,,4
2014-10-14,15.2,12.9,20.2,89,0.0,,10.6,,1006.6,,6
2014-10-15,14.0,11.2,16.6,84,,,9.0,,1008.8,,6
2014-10-16,11.1,8.5,13.6,94,0.5,,6.7,,1007.9,,7
2014-10-17,11.0,8.9,12.9,94,,,5.1,,1010.7,,8
2014-10-18,8.9,7.4,10.6,91,,,7.9,,1024.0,,7
2014-10-19,12.6,6.0,19.4,81,0.0,,9.2,,1020.5,,3
2014-10-20,14.6,12.6,17.4,76,0.0,,19.5,,1009.4,,6
2014-10-21,11.1,10.2,14.0,88,1.5,,11.4,,1007.9,,7
2014-10-22,10.9,7.7,13.6,87,,,18.3,,1003.8,,8
2014-10-23,3.7,1.8,10.9,80,0.8,,21.5,,1019.3,,8
2014-10-24,0.8,-2.6,5.2,56,0.0,,19.0,,1029.4,,2
2014-10-25,0.4,-2.9,3.8,70,,,16.2,,1028.6,,4
2014-10-26,1.7,-2.4,8.2,87,0.0,,9.2,,1030.6,,
2014-10-27,2.8,-0.2,9.8,91,0.0,,8.0,,1031.6,,
2014-10-28,3.7,-1.5,11.4,68,0.0,,9.3,,1028.0,,0
2014-10-29,3.5,-1.2,10.7,68,0.0,,9.1,,1022.2,,0
2014-10-30,3.4,-4.1,9.0,84,0.0,,9.4,,1024.0,,4
2014-10-31,5.2,0.0,7.4,84,0.0,,7.0,,1028.2,,7
2014-11-01,4.6,-0.1,9.2,88,0.0,,8.7,,1025.5,,6
2014-11-02,5.7,0.9,10.4,87,,,11.1,,1021.9,,5
2014-11-03,7.3,3.9,14.3,79,0.0,,8.5,,1013.6,,4
2014-11-04,8.0,3.2,15.3,77,0.0,,11.9,,1006.7,,2
2014-11-05,12.1,7.4,18.2,67,,,13.8,,1005.5,,1
2014-11-06,13.8,9.7,18.2,70,,,9.8,,1011.2,,6
2014-11-07,10.5,8.5,15.3,91,0.5,,7.4,,1011.8,,8
2014-11-08,8.7,8.2,9.4,95,1.8,,7.5,,1015.8,,8
2014-11-09,9.0,7.8,10.4,94,,,11.2,,1018.6,,8
2014-11-10,10.6,8.5,11.4,95,,,12.3,,1016.7,,6
2014-11-11,10.1,6.8,13.6,93,,,9.2,,1016.6,,5
2014-11-12,7.6,6.6,11.3,91,0.0,,19.8,,1014.4,,6
2014-11-13,8.9,7.0,10.0,86,0.0,,15.2,,1016.1,,8
2014-11-14,7.6,6.4,8.9,90,,,17.5,,1020.3,,8
2014-11-15,5.6,4.3,6.7,92,0.0,,22.0,,1018.0,,8
2014-11-16,4.6,3.8,5.4,85,,,25.3,,1013.8,,8
2014-11-17,5.2,4.0,5.7,90,,,21.5,,1015.5,,8
2014-11-18,2.7,1.3,5.0,89,1.3,,26.8,,1018.0,,8
2014-11-19,1.8,1.2,2.4,93,2.0,,20.7,,1020.8,,8
2014-11-20,1.6,0.5,2.0,91,0.3,,8.2,,1026.4,,8
2014-11-21,1.7,1.0,2.4,93,,,6.5,,1027.4,,8
2014-11-22,3.1,1.8,4.0,91,0.0,,5.9,,1028.7,,8
2014-11-23,2.2,-0.3,5.1,91,,,9.0,,1032.5,,5
2014-11-24,1.4,-0.2,4.2,83,,,15.8,,1029.1,,5
2014-11-25,2.3,0.0,4.3,96,4.3,1,6.0,,1027.1,,8
2014-11-26,2.4,0.7,3.5,95,0.0,,7.4,,1027.1,,8
2014-11-27,-0.7,-2.5,1.4,88,0.0,,14.8,,1024.7,,8
2014-11-28,-3.0,-5.3,-1.6,82,,,19.2,,1026.9,,6
2014-11-29,-4.9,-6.5,-1.7,86,0.0,,18.6,,1030.3,,7
2014-11-30,-6.6,-8.5,-4.1,91,0.0,,16.5,,1028.6,,7
2014-12-01,-3.8,-6.4,-3.0,77,0.0,,27.0,,1027.3,,8
2014-12-02,-3.7,-7.2,0.0,72,,,23.4,,1023.5,,2
2014-12-03,-2.0,-3.7,-0.5,76,,,10.0,,1024.9,,7
2014-12-04,-0.1,-2.5,1.3,78,,,9.0,,1026.6,,7
2014-12-05,-2.2,-3.0,0.7,95,0.0,,17.0,,1024.5,,8
2014-12-06,-0.6,-2.3,0.6,96,,,4.8,,1023.0,,8
2014-12-07,1.4,0.3,2.2,96,0.0,,4.5,,1021.5,,8
2014-12-08,1.9,0.9,3.3,92,0.0,,8.2,,1017.2,,8
2014-12-09,-0.6,-6.3,3.0,93,,,5.2,,1026.8,,4
2014-12-10,-3.1,-4.5,-1.8,97,,,7.1,,1024.4,,
2014-12-11,0.3,-1.7,2.1,92,,,6.8,,1013.2,,7
2014-12-12,4.0,2.1,6.5,78,,,12.5,,1007.4,,6
2014-12-13,6.9,4.1,9.5,70,,,12.8,,1008.6,,7
2014-12-14,3.7,1.9,5.4,93,0.5,,5.6,,1017.6,,8
2014-12-15,5.2,1.5,8.0,92,4.8,,7.4,,1016.2,,6
2014-12-16,4.7,2.9,7.3,94,0.0,,8.1,,,,
2014-12-17,2.8,-0.1,6.0,90,,,13.3,,,,
2014-12-18,4.0,0.0,8.0,91,,,9.6,,,,
2014-12-19,10.1,8.0,12.0,92,,,17.1,,,,
2014-12-20,5.3,3.0,10.3,79,4.3,,22.3,,,,
2014-12-21,3.9,2.4,5.0,82,,,22.4,,,,
2014-12-22,6.5,3.0,9.2,91,,,23.9,,,,
2014-12-23,8.6,7.0,10.3,96,23.1,,22.1,,,,
2014-12-24,7.6,6.0,9.5,89,19.3,,19.1,,,,
2014-12-25,3.8,0.0,8.0,87,4.3,,18.9,,,,
2014-12-26,-4.2,-7.1,3.7,89,8.1,2,15.5,,,,
2014-12-27,-7.3,-8.0,-6.0,83,,,7.3,,,,
2014-12-28,-7.6,-10.0,-6.0,88,,,11.4,,,,
2014-12-29,-6.1,-8.0,-4.9,84,0.0,2,16.2,,,,
2014-12-30,-8.5,-11.0,-6.8,82,0.0,2,9.7,,,,
2014-12-31,-3.7,,,81,,,10.1,,,,
2015-01-01,1.6,,,94,,,14.9,,,,
2015-01-02,3.9,1.0,7.0,83,,,19.5,,,,
2015-01-03,3.1,1.0,5.6,77,1.0,,29.2,,,,
2015-01-04,2.1,0.7,3.6,77,1.3,,27.1,,,,
2015-01-05,0.1,-2.0,2.0,79,,,21.8,,,,
2015-01-06,-6.5,-11.2,0.8,72,0.8,2,15.3,,1030.1,,1
2015-01-07,-8.5,-12.5,-5.6,67,0.0,2,14.6,,1032.5,,5
2015-01-08,-1.5,-6.2,1.5,85,,,10.4,,1024.8,,8
2015-01-09,3.5,0.4,5.5,85,,,23.8,,1006.7,,8
2015-01-10,5.9,3.7,11.5,82,,,24.0,,997.5,,7
2015-01-11,3.7,2.9,11.5,64,5.1,,32.6,,999.8,,6
2015-01-12,4.0,2.8,5.5,81,,,24.0,,1009.8,,7
2015-01-13,7.2,5.0,9.7,71,,,14.0,,1011.1,,5
2015-01-14,6.4,2.1,10.0,65,0.5,,11.1,,1009.9,,6
2015-01-15,2.1,-0.2,5.7,79,1.0,,9.7,,1015.1,,6
2015-01-16,5.1,0.9,10.1,70,0.0,,10.5,,1012.1,,5
2015-01-17,3.7,1.1,8.1,84,,,12.7,,1011.4,,6
2015-01-18,2.1,-1.2,4.0,93,1.3,,4.5,,1019.3,,7
2015-01-19,-1.0,-4.8,2.1,95,0.0,,12.5,,1019.4,,
2015-01-20,0.3,-0.2,0.8,94,,,18.3,,1016.5,,8
2015-01-21,2.4,0.6,4.1,95,0.3,,7.4,,1016.6,,
2015-01-22,1.9,0.5,3.3,94,0.0,,11.2,,1019.7,,8
2015-01-23,1.0,0.3,1.1,95,5.3,,12.9,,1019.7,,8
2015-01-24,0.0,-0.3,0.7,94,0.3,,13.5,,1019.7,,8
2015-01-25,-0.7,-1.6,0.1,95,,,14.1,,1019.7,,8
2015-01-26,-0.8,-2.0,0.2,92,,,8.9,,1023.0,,8
2015-01-27,-0.8,-3.3,1.4,90,,,10.5,,1012.5,,6
2015-01-28,1.0,-0.5,1.7,88,,,12.9,,1010.2,,7
2015-01-29,0.4,-1.7,2.1,84,0.3,1,10.8,,995.3,,5
2015-01-30,0.7,-2.4,3.6,85,,,18.3,,982.4,,6
2015-01-31,0.2,-1.0,2.8,90,5.3,2,9.6,,979.2,,7
2015-02-01,-0.0,-3.6,3.7,82,,,8.2,,990.5,,4
2015-02-02,-1.8,-5.5,2.3,86,,,5.1,,996.5,,5
2015-02-03,-0.8,-2.3,3.2,84,0.0,1,5.6,,1002.3,,6
2015-02-04,-1.2,-5.1,2.6,83,,,5.7,,1011.0,,7
2015-02-05,-1.3,-3.0,0.0,89,1.0,3,10.4,,1023.5,,8
2015-02-06,-2.5,-5.6,-0.5,80,,,9.9,,1029.2,,5
2015-02-07,-1.8,-4.5,0.5,89,,,21.0,,1018.5,,8
2015-02-08,-0.9,-4.0,1.4,81,0.8,4,25.5,,1007.3,,5
2015-02-09,-1.0,-4.2,1.8,89,,,13.4,,1012.4,,8
2015-02-10,1.5,1.1,2.4,97,,,11.1,,1021.5,,8
