time,temp,tmin,tmax,rhum,prcp,snwd,wspd,wpgt,pres,tsun,cldc
2017-12-11,3.3,-0.8,6.1,79,,,14.6,,994.3,,7
2017-12-12,7.3,3.3,11.0,71,0.5,,15.6,,1000.5,,7
2017-12-13,1.2,-1.7,5.4,74,0.0,,11.7,,1013.8,,5
2017-12-14,1.6,-2.0,5.2,83,1.0,,14.6,,997.7,,6
2017-12-15,2.0,0.0,3.8,85,,,9.6,,998.1,,7
2017-12-16,1.3,0.5,3.8,93,0.0,,11.7,,1004.4,,8
2017-12-17,1.0,-0.9,3.1,89,0.0,,4.7,,1017.1,,7
2017-12-18,-0.9,-3.1,0.1,94,,,8.6,,1026.0,,8
2017-12-19,-2.2,-3.2,-1.2,82,,,14.1,,1029.7,,7
2017-12-20,-0.6,-2.1,0.4,92,,,13.6,,1031.4,,8
2017-12-21,0.0,-1.7,2.6,95,,,11.4,,1026.0,,8
2017-12-22,3.2,2.3,4.2,90,,,19.8,,1023.0,,7
2017-12-23,3.4,1.0,7.7,94,,,19.8,,1017.0,,7
2017-12-24,8.4,5.6,9.3,92,7.6,,29.7,,1009.8,,8
2017-12-25,8.3,6.9,9.1,82,3.8,,20.2,,1013.9,,7
2017-12-26,4.4,0.9,8.0,80,0.0,,7.8,,1007.8,,5
2017-12-27,2.8,-1.5,5.8,87,,,10.7,,999.9,,4
2017-12-28,6.7,4.2,8.7,78,,,12.6,,993.8,,7
2017-12-29,1.9,0.4,7.6,92,0.3,,12.3,,1004.7,,8
2017-12-30,-0.0,-2.3,2.5,87,,,9.5,,1010.4,,3
2017-12-31,3.6,0.0,7.5,91,,,13.1,,1004.2,,7
2018-01-01,7.5,2.8,9.5,84,,,7.7,,1004.5,,7
2018-01-02,1.3,-0.5,6.9,97,0.0,,8.0,,1007.7,,5
2018-01-03,3.4,2.1,5.3,89,,,13.4,,1000.3,,7
2018-01-04,5.8,2.1,8.0,81,2.3,,11.1,,996.9,,7
2018-01-05,6.2,3.3,8.8,78,,,11.1,,998.8,,7
2018-01-06,5.6,0.8,9.1,89,,,6.8,,1009.2,,6
2018-01-07,2.1,-1.9,4.2,81,0.0,,13.8,,1025.8,,7
2018-01-08,-3.0,-6.2,0.6,80,,,4.0,,1036.5,,0
2018-01-09,-2.2,-6.5,1.6,79,,,14.4,,1033.7,,3
2018-01-10,0.2,-1.5,1.4,74,,,18.2,,1020.1,,7
2018-01-11,0.3,-0.8,1.7,86,,,18.2,,1019.8,,8
2018-01-12,-1.4,-2.4,0.1,85,0.3,1,20.6,,1032.1,,8
2018-01-13,-2.2,-4.5,-0.8,75,0.0,1,21.8,,1038.3,,7
2018-01-14,-5.3,-6.5,-3.2,73,0.0,1,21.0,,1036.8,,7
2018-01-15,-6.3,-7.1,-5.1,65,,,17.0,,1028.3,,5
2018-01-16,-5.1,-8.6,-2.5,78,0.0,,21.0,,1003.9,,5
2018-01-17,0.3,-3.2,2.3,88,3.8,5,14.4,,992.9,,8
2018-01-18,1.0,-0.1,2.6,86,,,14.6,,998.6,,7
2018-01-19,0.9,-0.2,1.7,90,9.1,10,21.2,,998.7,,8
2018-01-20,0.3,-1.7,1.3,93,0.8,10,6.0,,1009.0,,7
2018-01-21,-1.2,-2.8,0.5,93,1.0,10,9.5,,1012.0,,8
2018-01-22,-3.9,-6.6,-2.3,86,,,12.5,,1019.5,,6
2018-01-23,-4.9,-6.5,-3.5,84,,,13.1,,1025.9,,7
2018-01-24,-0.4,-5.5,3.5,88,,,11.0,,1024.1,,7
2018-01-25,3.8,1.9,6.6,77,0.0,7,8.1,,1018.7,,7
2018-01-26,0.6,-0.8,5.1,80,0.0,4,7.8,,1020.2,,6
2018-01-27,1.5,-2.6,2.8,95,,,6.4,,1029.0,,
2018-01-28,4.1,1.7,7.0,90,,,15.8,,1023.4,,7
2018-01-29,8.1,6.0,10.1,88,1.8,,25.4,,1014.6,,8
2018-01-30,4.6,3.5,9.5,78,6.6,,29.4,,1014.6,,7
2018-01-31,3.6,0.8,6.1,73,0.0,,13.2,,1015.4,,6
2018-02-01,4.2,2.9,5.3,88,1.0,,8.7,,1002.4,,8
2018-02-02,1.7,0.2,4.7,94,5.1,,6.1,,1006.6,,7
2018-02-03,-0.3,-2.6,1.9,95,0.0,,7.7,,1006.0,,7
2018-02-04,-0.9,-2.3,0.3,80,,,13.4,,1014.8,,7
2018-02-05,-3.1,-6.6,-0.2,71,0.3,1,15.2,,1025.1,,6
2018-02-06,-4.8,-7.3,-2.2,81,,,8.2,,1021.8,,5
2018-02-07,-4.5,-9.4,0.5,79,,,12.0,,1019.7,,3
2018-02-08,-1.6,-2.5,-0.5,89,,,13.4,,1018.0,,8
2018-02-09,-2.6,-3.7,-1.4,91,0.0,2,11.7,,1019.8,,8
2018-02-10,-3.4,-4.9,-2.0,88,0.0,1,7.0,,1018.7,,8
2018-02-11,-2.0,-5.0,0.0,82,0.0,1,11.0,,1012.2,,8
2018-02-12,-0.5,-4.1,2.1,86,0.0,1,7.9,,1010.8,,7
2018-02-13,-0.3,-4.2,3.0,88,,,5.6,,1017.7,,6
2018-02-14,-0.2,-1.5,1.2,88,,,10.4,,1020.3,,8
2018-02-15,-2.7,-4.2,-0.6,85,0.5,2,11.4,,1025.3,,8
2018-02-16,-0.2,-2.6,2.0,84,0.0,2,10.0,,1022.3,,7
2018-02-17,0.8,-0.3,2.1,88,0.0,,10.6,,1023.2,,6
2018-02-18,-0.0,-1.6,1.4,79,,,13.2,,1026.4,,5
2018-02-19,0.3,-1.2,2.1,70,0.0,,4.2,,1025.9,,7
2018-02-20,-0.9,-5.2,4.0,63,,,14.5,,1022.8,,4
2018-02-21,-2.6,-5.2,0.2,72,,,14.2,,1023.8,,3
2018-02-22,-5.8,-8.0,-3.1,68,,,12.3,,1026.7,,5
2018-02-23,-6.1,-8.1,-2.6,67,,,11.1,,1025.8,,5
2018-02-24,-7.7,-11.5,-5.7,72,,,19.0,,1025.7,,5
2018-02-25,-11.0,-15.2,-8.1,68,,,12.3,,1030.9,,4
2018-02-26,-10.7,-13.3,-9.7,66,0.0,2,9.5,,1028.5,,6
2018-02-27,-11.6,-14.8,-8.5,64,0.0,2,15.2,,1025.4,,4
2018-02-28,-10.9,-13.5,-7.0,65,,,18.8,,1027.6,,6
2018-03-01,-11.5,-14.5,-8.6,68,,,8.7,,1022.7,,5
2018-03-02,-11.6,-15.2,-7.4,70,,,10.6,,1011.4,,3
2018-03-03,-9.6,-12.7,-6.6,72,,,10.2,,1006.6,,4
2018-03-04,-7.1,-13.2,-0.8,71,,,7.6,,1009.6,,2
2018-03-05,-2.2,-9.2,3.5,58,,,13.8,,1006.5,,4
2018-03-06,1.5,-2.0,6.5,68,0.3,1,15.9,,999.3,,8
2018-03-07,2.2,0.6,4.0,94,0.8,,8.9,,996.4,,8
2018-03-08,4.6,0.8,8.4,81,,,7.3,,1003.7,,7
2018-03-09,3.7,0.2,8.2,79,,,10.4,,1007.4,,6
2018-03-10,4.5,-2.5,9.2,72,,,7.1,,1010.1,,5
2018-03-11,9.3,5.0,15.0,69,,,10.2,,1006.0,,6
2018-03-12,10.3,5.5,15.2,75,,,14.8,,997.4,,5
2018-03-13,10.5,8.6,13.3,71,,,11.9,,999.0,,7
2018-03-14,6.1,3.1,10.5,85,0.3,,13.4,,1007.2,,7
2018-03-15,1.0,-0.4,3.8,83,0.0,,13.4,,1013.0,,8
2018-03-16,-1.7,-4.9,0.2,77,0.0,,22.2,,1011.5,,8
2018-03-17,-5.0,-6.7,-3.0,55,,,24.6,,1016.7,,5
2018-03-18,-5.0,-8.0,-1.2,45,,,21.4,,1020.9,,1
2018-03-19,-3.4,-6.8,0.7,38,,,15.0,,1015.9,,4
2018-03-20,-1.3,-4.0,1.8,43,,,7.5,,1011.9,,6
2018-03-21,-0.8,-4.5,2.8,56,,,19.2,,1021.2,,4
2018-03-22,1.6,-3.1,6.4,56,0.0,,8.2,,1015.9,,6
2018-03-23,1.6,-1.4,3.6,80,,,5.2,,1007.8,,8
2018-03-24,3.4,0.2,7.2,63,,,7.4,,1009.0,,6
2018-03-25,4.0,-2.1,10.9,59,,,7.2,,1010.9,,2
2018-03-26,4.0,-2.3,9.7,70,,,6.9,,1011.0,,4
2018-03-27,2.2,0.4,7.0,77,0.0,,14.7,,1013.8,,8
2018-03-28,1.7,-0.3,4.2,63,,,12.5,,1013.3,,7
2018-03-29,2.2,0.4,5.5,92,,,15.8,,1006.5,,8
2018-03-30,6.1,1.5,11.0,65,,,9.9,,1009.9,,6
2018-03-31,6.3,0.7,10.9,84,,,16.0,,1003.3,,7
2018-04-01,5.4,2.0,9.1,92,8.4,,22.8,,992.9,,8
2018-04-02,2.8,0.6,7.1,79,,,24.8,,1004.4,,6
2018-04-03,7.2,-1.9,15.0,65,,,8.9,,1010.4,,5
2018-04-04,13.1,4.5,21.4,60,,,11.4,,1008.5,,4
2018-04-05,13.8,6.6,19.4,61,,,9.8,,1007.0,,5
2018-04-06,8.5,3.0,15.4,54,0.0,,18.5,,1019.7,,3
2018-04-07,8.6,-0.9,16.0,50,,,13.5,,1026.3,,1
2018-04-08,15.2,7.4,23.3,55,,,16.0,,1018.6,,0
2018-04-09,18.1,10.5,25.8,51,,,13.5,,1009.5,,1
2018-04-10,18.2,11.0,24.8,51,,,11.0,,1009.1,,2
2018-04-11,13.4,,20.2,71,0.0,,18.9,,1012.8,,
2018-04-12,14.1,7.3,21.2,70,,,19.7,,1013.8,,3
2018-04-13,16.0,9.0,23.0,67,,,22.8,,1013.8,,2
2018-04-14,14.9,9.8,20.5,72,,,9.5,,1019.9,,3
2018-04-15,16.1,7.7,23.2,62,,,12.0,,1019.2,,5
2018-04-16,18.5,13.6,23.0,61,,,9.2,,1012.7,,7
2018-04-17,13.2,10.7,21.0,82,0.8,,16.3,,1019.7,,6
2018-04-18,13.1,7.9,18.3,67,0.3,,15.4,,1029.8,,2
2018-04-19,15.0,10.0,19.9,59,,,21.0,,1028.0,,3
2018-04-20,13.9,6.2,20.6,56,,,7.8,,1026.4,,1
2018-04-21,16.7,9.2,23.5,50,0.0,,17.5,,1015.5,,1
2018-04-22,12.9,6.4,18.4,52,,,12.8,,1016.5,,2
2018-04-23,14.5,5.2,21.0,56,0.5,,9.1,,1013.0,,4
2018-04-24,14.4,10.6,19.0,72,,,15.4,,1013.1,,6
2018-04-25,14.9,9.4,23.1,70,0.5,,12.3,,1008.0,,6
2018-04-26,10.8,6.5,15.9,69,,,15.4,,1011.7,,4
2018-04-27,9.9,5.4,14.8,69,,,10.1,,1017.4,,4
2018-04-28,15.0,6.8,23.4,57,,,10.2,,1014.2,,4
2018-04-29,18.5,11.5,27.4,64,,,9.1,,1011.5,,4
2018-04-30,21.7,15.6,28.1,61,1.0,,13.4,,1006.2,,5
2018-05-01,19.4,13.1,26.3,61,0.0,,11.0,,1008.7,,4
2018-05-02,16.5,11.2,20.8,62,,,12.3,,1015.9,,6
2018-05-03,21.6,14.3,29.1,56,,,12.4,,1011.0,,4
2018-05-04,16.8,11.6,24.1,59,0.0,,21.4,,1018.1,,4
2018-05-05,13.4,6.3,18.6,48,,,17.0,,1024.2,,2
2018-05-06,14.8,7.9,20.1,51,,,14.8,,1025.4,,1
2018-05-07,16.9,9.9,22.4,47,,,13.6,,1022.4,,0
2018-05-08,19.5,11.8,25.2,44,,,16.0,,1016.4,,1
2018-05-09,20.9,13.9,28.0,51,0.0,,12.6,,1011.7,,3
2018-05-10,20.9,13.2,27.2,54,,,13.8,,1013.1,,3
2018-05-11,21.3,14.1,27.6,56,0.0,,14.7,,1017.3,,3
2018-05-12,19.6,13.3,24.6,40,0.0,,13.4,,1018.9,,2
2018-05-13,20.0,12.6,27.2,39,0.0,,15.2,,1016.3,,3
2018-05-14,16.2,10.7,21.4,51,0.0,,16.8,,1017.0,,4
2018-05-15,15.0,9.7,20.6,70,,,13.0,,1014.6,,5
2018-05-16,15.5,12.8,19.4,88,,,13.5,,1009.2,,7
2018-05-17,14.9,13.3,18.3,90,,,10.4,,1004.8,,7
2018-05-18,15.5,12.7,18.3,82,,,20.1,,1010.2,,6
2018-05-19,14.4,9.1,19.1,72,,,16.7,,1018.0,,6
2018-05-20,15.8,9.7,20.5,51,,,12.8,,1024.3,,3
2018-05-21,16.2,10.1,21.1,49,,,13.4,,1023.6,,3
2018-05-22,16.2,9.1,21.8,66,,,10.8,,1017.7,,4
2018-05-23,18.0,11.2,23.4,65,,,10.4,,1020.9,,2
2018-05-24,19.1,13.6,23.8,56,,,15.3,,1023.6,,2
2018-05-25,18.7,14.1,22.3,60,,,11.8,,1021.3,,4
2018-05-26,17.3,14.9,20.4,88,,,11.0,,1023.0,,6
2018-05-27,20.7,14.5,26.3,68,,,10.4,,1022.9,,2
2018-05-28,22.3,14.8,27.0,53,,,11.4,,1024.0,,2
2018-05-29,22.3,15.1,27.6,48,,,16.3,,1022.0,,0
2018-05-30,23.4,15.2,30.0,48,0.0,,10.8,,1018.5,,1
2018-05-31,24.4,15.9,30.6,51,,,6.5,,1016.9,,2
2018-06-01,24.0,17.0,29.8,49,,,12.9,,1016.9,,2
2018-06-02,20.9,17.2,25.2,74,,,9.2,,1013.8,,6
2018-06-03,21.2,15.2,26.5,73,,,9.4,,1013.8,,5
2018-06-04,22.4,16.0,28.3,65,,,10.2,,1009.6,,2
2018-06-05,19.7,13.6,25.0,66,0.0,,17.1,,1008.7,,5
2018-06-06,13.6,7.3,19.7,42,0.0,,14.1,,1020.8,,1
2018-06-07,16.8,9.6,22.1,38,,,10.8,,1021.6,,0
2018-06-08,20.9,11.7,27.8,41,,,7.5,,1016.4,,0
2018-06-09,23.7,16.0,29.1,38,,,9.5,,1013.8,,3
2018-06-10,24.7,16.5,30.3,43,,,9.0,,1010.7,,5
2018-06-11,22.3,19.9,26.3,67,,,12.6,,1007.4,,6
2018-06-12,19.7,15.4,24.1,69,,,12.5,,1006.4,,5
2018-06-13,18.1,12.0,21.7,64,,,8.2,,1008.8,,5
2018-06-14,19.3,15.6,23.3,62,,,15.0,,1012.2,,6
2018-06-15,20.6,14.6,26.1,59,,,13.5,,1014.3,,3
2018-06-16,22.0,16.5,26.5,54,,,11.8,,1015.8,,3
2018-06-17,23.1,17.1,28.0,50,,,6.3,,1015.1,,4
2018-06-18,22.2,17.8,27.8,61,,,7.4,,1016.3,,5
2018-06-19,22.3,17.8,27.2,59,,,14.0,,1019.1,,4
2018-06-20,22.8,15.8,28.0,54,,,12.2,,1020.6,,2
2018-06-21,23.2,14.4,31.5,57,,,12.1,,1011.2,,3
2018-06-22,14.8,11.3,18.4,54,,,19.7,,1014.5,,5
2018-06-23,13.7,10.1,19.5,67,0.5,,14.1,,1015.0,,6
2018-06-24,13.1,10.6,17.1,83,,,12.6,,1013.8,,6
2018-06-25,12.9,10.1,16.9,88,,,11.0,,1017.5,,7
2018-06-26,14.2,10.4,19.1,86,,,6.8,,1020.4,,7
2018-06-27,19.5,12.5,25.2,68,,,13.9,,1022.2,,6
2018-06-28,23.0,17.6,27.0,56,0.0,,21.4,,1016.8,,6
2018-06-29,22.8,15.5,29.1,54,,,18.4,,1010.6,,4
2018-06-30,15.2,11.1,21.7,62,0.0,,23.4,,1013.0,,6
2018-07-01,14.4,11.5,18.0,60,0.0,,20.7,,1014.9,,7
2018-07-02,13.4,11.9,15.4,79,0.0,,20.2,,1013.4,,8
2018-07-03,18.6,12.9,25.0,54,2.0,,15.8,,1013.2,,6
2018-07-04,20.9,11.9,27.3,51,,,12.2,,1012.7,,3
2018-07-05,24.8,14.6,31.5,40,,,12.8,,1009.1,,2
2018-07-06,22.1,17.3,28.1,56,0.0,,15.6,,1010.7,,2
2018-07-07,22.0,17.3,27.4,55,,,15.0,,1014.3,,4
2018-07-08,22.0,16.2,27.5,61,0.5,,15.3,,1016.0,,5
2018-07-09,21.1,15.7,25.4,46,,,8.4,,1015.8,,2
2018-07-10,22.8,15.7,28.0,46,,,10.7,,1014.4,,4
2018-07-11,21.0,17.6,25.6,64,,,8.6,,1013.5,,6
2018-07-12,19.4,16.5,24.0,77,,,7.1,,1012.7,,6
2018-07-13,18.7,15.4,21.8,76,,,10.8,,1012.2,,6
2018-07-14,18.2,16.7,21.2,93,,,18.0,,1011.6,,7
2018-07-15,17.8,15.6,21.2,90,,,15.9,,1012.5,,7
2018-07-16,18.8,15.6,22.9,90,,,13.2,,1009.7,,6
2018-07-17,20.7,18.5,23.6,85,,,12.3,,1005.0,,6
2018-07-18,22.5,19.2,29.1,85,,,12.9,,1005.0,,6
2018-07-19,21.5,19.7,27.6,86,,,17.0,,1008.6,,6
2018-07-20,22.0,17.7,27.8,78,,,14.4,,1010.3,,5
2018-07-21,22.3,17.6,26.8,66,,,9.1,24.1,1011.3,,3
2018-07-22,23.0,16.2,28.0,60,,,7.0,20.4,1010.3,,2
2018-07-23,23.7,17.7,28.2,58,,,17.4,37.0,1011.5,,3
2018-07-24,23.4,17.2,28.4,56,,,16.5,35.2,1012.2,,2
2018-07-25,23.4,19.0,28.1,66,,,12.9,29.6,1012.5,,3
2018-07-26,23.8,19.9,28.7,70,,,10.4,24.1,1014.6,,5
2018-07-27,24.4,19.8,28.5,68,,,11.5,25.9,1014.8,,4
2018-07-28,25.0,19.9,28.9,72,,,8.7,20.4,1010.8,,2
2018-07-29,24.5,20.5,28.9,75,,,9.2,20.4,1013.0,,4
2018-07-30,24.7,19.0,31.1,72,,,9.2,22.2,1016.7,,4
2018-07-31,24.7,20.9,31.7,74,,,8.2,25.9,1018.6,,5
2018-08-01,25.5,19.3,31.0,69,,,8.0,20.4,1019.8,,3
2018-08-02,26.6,21.2,31.6,61,,,8.7,20.4,1020.5,,2
2018-08-03,25.1,19.9,31.5,69,,,7.1,20.4,1020.0,,4
2018-08-04,25.4,18.6,30.8,65,,,8.0,24.1,1016.4,,2
2018-08-05,22.7,18.6,26.6,68,,,12.8,33.3,1015.1,,5
2018-08-06,20.2,15.4,23.8,67,,,12.9,31.5,1017.5,,3
2018-08-07,21.7,13.3,28.1,62,,,5.4,16.7,1017.8,,2
2018-08-08,24.1,16.8,30.0,54,,,13.1,31.5,1017.2,,0
2018-08-09,25.8,19.2,32.3,55,,,17.7,33.3,1017.3,,3
2018-08-10,25.6,21.1,32.4,59,0.0,,16.8,29.6,1018.5,,4
2018-08-11,18.6,15.6,25.1,87,28.2,,9.3,24.1,1020.3,,7
2018-08-12,18.0,13.7,23.1,64,15.7,,11.8,31.5,1018.8,,4
2018-08-13,22.0,13.6,29.4,64,,,8.2,22.2,1011.4,,3
2018-08-14,21.6,18.2,26.1,74,,,10.4,27.8,1009.6,,4
2018-08-15,20.2,16.9,24.0,76,,,13.2,33.3,1014.8,,5
2018-08-16,20.5,15.9,25.2,71,,,7.7,16.7,1019.5,,3
2018-08-17,21.9,16.3,27.1,67,0.0,,10.8,24.1,1018.0,,2
2018-08-18,22.4,16.6,27.2,70,,,6.3,16.7,1018.6,,5
2018-08-19,22.5,15.6,28.1,70,,,4.3,16.7,1019.7,,4
2018-08-20,23.9,16.4,30.6,66,,,10.2,29.6,1014.6,,2
2018-08-21,19.6,17.1,25.8,63,0.0,,14.7,35.2,1018.4,,4
2018-08-22,19.2,13.4,24.0,57,0.0,,9.2,20.4,1022.1,,2
2018-08-23,21.3,13.2,28.0,59,,,12.3,29.6,1016.2,,1
2018-08-24,23.1,18.8,31.1,70,2.0,,10.6,27.8,1008.6,,5
2018-08-25,18.5,16.7,19.5,90,,,7.1,25.9,1009.3,,7
2018-08-26,13.6,11.4,18.0,90,4.1,,9.6,25.9,1014.3,,7
2018-08-27,15.0,7.8,20.7,73,,,5.2,14.8,1016.9,,3
2018-08-28,16.2,11.6,21.1,73,0.0,,9.7,29.6,1017.8,,5
2018-08-29,17.0,10.9,22.3,71,,,5.6,14.8,1020.0,,2
2018-08-30,19.2,12.3,25.0,67,0.0,,11.5,31.5,1016.5,,2
2018-08-31,18.2,15.4,22.0,77,0.0,,9.3,24.1,1018.6,,5
2018-09-01,18.5,11.5,24.3,71,,,8.1,22.2,1023.4,,3
2018-09-02,21.3,15.9,27.0,64,,,13.6,27.8,1024.5,,3
2018-09-03,20.8,15.8,25.6,69,,,14.4,25.9,1019.9,,3
2018-09-04,20.6,14.3,25.7,66,,,10.0,22.2,1014.0,,3
2018-09-05,18.2,14.4,23.4,82,,,11.6,25.9,1015.6,,5
2018-09-06,18.9,13.4,24.4,76,0.0,,7.4,18.5,1013.6,,4
2018-09-07,18.8,12.3,26.1,71,,,7.4,20.4,1012.0,,2
2018-09-08,17.7,12.8,23.2,82,,,11.4,27.8,1017.1,,4
2018-09-09,18.0,15.5,22.0,86,0.5,,7.0,18.5,1022.3,,6
2018-09-10,18.7,13.3,24.3,68,,,6.6,20.4,1022.0,,3
2018-09-11,17.6,11.1,23.5,69,,,7.6,25.9,1020.8,,6
2018-09-12,21.5,14.3,28.5,61,,,7.3,27.8,1019.0,,4
2018-09-13,18.6,15.5,22.2,71,,,13.8,24.1,1019.1,,5
2018-09-14,16.3,13.3,19.1,85,16.0,,9.0,22.2,1019.4,,7
2018-09-15,15.7,12.0,19.6,81,,,7.6,27.8,1019.2,,
2018-09-16,14.2,10.0,20.1,73,0.0,,8.6,27.8,1023.8,,
2018-09-17,15.9,9.0,23.0,71,,,8.2,20.4,1022.4,,
2018-09-18,18.4,11.0,26.1,74,,,8.4,22.2,1019.8,,
2018-09-19,20.2,13.5,27.4,68,,,6.8,24.1,1018.7,,2
2018-09-20,20.4,12.9,28.2,71,,,6.5,18.5,1018.9,,
2018-09-21,20.3,13.4,27.1,64,,,10.6,29.6,1013.6,,
2018-09-22,13.7,9.6,21.5,68,0.0,,14.8,35.2,1015.0,,
2018-09-23,10.8,7.0,14.0,81,,,9.2,29.6,1012.8,,
2018-09-24,9.4,6.4,12.0,86,,,26.0,55.5,1010.7,,
2018-09-25,7.3,4.0,12.4,72,1.0,,18.5,44.5,1028.9,,
2018-09-26,8.9,1.1,14.2,71,0.0,,9.3,33.3,1033.0,,5
2018-09-27,14.5,10.6,17.5,68,,,18.5,40.8,1023.6,,6
2018-09-28,13.6,9.5,18.3,76,,,12.0,37.0,1017.4,,5
2018-09-29,8.4,3.4,13.4,71,,,8.8,25.9,1025.8,,2
2018-09-30,8.0,0.3,15.0,65,,,8.1,24.1,1023.0,,2
2018-10-01,9.5,2.2,16.9,70,,,7.4,24.1,1011.9,,1
2018-10-02,9.7,5.7,12.5,72,,,13.2,37.0,1012.4,,
2018-10-03,9.5,7.4,12.0,75,,,22.7,55.5,1009.7,,6
2018-10-04,8.5,5.6,12.5,78,,,16.0,40.8,1022.9,,4
2018-10-05,11.0,6.1,16.4,78,,,5.1,20.4,1026.0,,5
2018-10-06,11.7,4.9,20.1,74,0.0,,9.8,27.8,1017.3,,2
2018-10-07,14.3,9.0,21.2,75,0.0,,11.6,33.3,1012.7,,5
2018-10-08,8.3,5.6,14.1,80,0.0,,7.2,25.9,1024.2,,4
2018-10-09,8.9,3.5,16.0,82,0.0,,6.1,18.5,1025.9,,3
2018-10-10,11.4,3.6,19.6,80,,,6.7,18.5,1027.4,,2
2018-10-11,13.0,6.8,21.3,75,,,11.8,33.3,1027.4,,2
2018-10-12,14.5,9.1,21.4,68,,,11.1,25.9,1028.5,,0
2018-10-13,14.2,8.8,21.4,74,,,9.0,24.1,1029.4,,0
2018-10-14,13.7,8.8,20.0,73,,,12.9,29.6,1025.8,,0
2018-10-15,12.6,5.9,19.5,65,,,10.5,22.2,1023.5,,1
2018-10-16,11.5,4.5,20.0,71,0.0,,7.3,16.7,1022.5,,1
2018-10-17,12.1,6.1,20.4,72,,,6.9,20.4,1022.6,,3
2018-10-18,13.0,6.6,21.3,71,,,4.8,13.0,1019.8,,4
2018-10-19,10.2,8.6,14.7,90,0.0,,9.2,24.1,1021.9,,5
2018-10-20,8.8,6.5,11.0,96,3.0,,4.8,18.5,1024.6,,7
2018-10-21,8.1,3.6,12.5,84,,,6.2,16.7,1027.7,,4
2018-10-22,6.4,2.1,10.4,92,,,7.8,25.9,1025.5,,7
2018-10-23,6.6,4.0,8.8,91,,,18.7,51.8,1009.7,,
2018-10-24,6.0,4.0,8.9,75,20.8,,31.6,68.5,1000.3,,6
2018-10-25,6.6,2.9,10.2,86,0.5,,19.8,48.2,1004.8,,6
2018-10-26,8.2,6.8,10.0,80,6.6,,13.6,37.0,1007.3,,7
2018-10-27,9.1,7.1,11.3,75,,,11.6,27.8,1004.8,,7
2018-10-28,5.6,3.9,7.8,86,5.1,,11.7,42.6,1014.6,,7
2018-10-29,6.9,3.9,11.7,98,,,16.0,38.9,1011.4,,8
2018-10-30,16.7,11.7,21.0,74,,,18.6,42.6,1008.0,,5
2018-10-31,12.6,8.0,17.4,70,,,6.6,20.4,1021.5,,1
2018-11-01,11.6,6.8,15.2,82,,,14.6,33.3,1021.9,,5
2018-11-02,14.5,9.4,18.9,81,,,8.0,24.1,1022.1,,5
2018-11-03,9.7,9.1,14.5,93,0.0,,11.2,24.1,1027.6,,7
2018-11-04,10.3,8.8,12.0,96,,,14.1,29.6,1026.1,,8
2018-11-05,11.4,9.4,13.1,95,0.0,,13.0,27.8,1021.2,,5
2018-11-06,11.0,7.6,15.8,85,,,11.5,24.1,1020.0,,0
2018-11-07,10.4,8.1,13.5,87,,,15.4,29.6,1019.2,,3
2018-11-08,8.8,5.1,14.6,92,,,6.2,16.7,1020.9,,4
2018-11-09,7.2,4.7,9.3,98,0.0,,6.2,16.7,1020.7,,
2018-11-10,7.2,6.2,8.2,99,0.0,,12.0,22.2,1017.2,,
2018-11-11,5.8,4.8,8.0,97,0.0,,15.2,29.6,1018.6,,7
2018-11-12,7.7,3.3,13.3,90,,,10.4,24.1,1023.8,,5
2018-11-13,9.6,6.7,12.5,88,,,12.2,31.5,1022.7,,6
2018-11-14,8.7,7.9,12.4,89,4.1,,16.2,33.3,1026.1,,7
2018-11-15,7.9,6.1,9.8,83,,,11.0,20.4,1032.3,,7
2018-11-16,3.7,-0.7,8.4,79,0.0,,15.9,29.6,1039.8,,6
2018-11-17,-0.0,-3.6,4.5,76,,,10.0,24.1,1040.8,,2
2018-11-18,-1.6,-5.4,2.5,95,,,7.7,20.4,1028.9,,6
2018-11-19,2.1,1.7,2.7,88,,,20.8,35.2,1025.5,,8
2018-11-20,0.7,-1.6,2.2,77,,,23.8,38.9,1026.0,,5
2018-11-21,-0.1,-1.8,2.2,77,,,22.3,38.9,1026.5,,7
2018-11-22,-0.6,-2.0,0.3,83,0.0,,12.2,25.9,1028.3,,7
2018-11-23,-2.6,-3.4,-1.3,97,0.0,,10.6,24.1,1028.0,,8
2018-11-24,0.4,-2.1,2.2,99,,,10.0,24.1,1017.7,,8
2018-11-25,2.5,1.4,3.4,99,,,5.8,16.7,1014.2,,8
2018-11-26,0.9,-2.2,3.2,87,0.0,,15.9,29.6,1014.2,,7
2018-11-27,-1.8,-4.7,1.1,90,,,8.2,22.2,1020.0,,4
2018-11-28,-1.9,-3.9,0.5,87,,,9.8,22.2,1031.8,,4
2018-11-29,-3.7,-5.7,-1.4,71,,,21.3,42.6,1036.5,,3
2018-11-30,-5.6,-8.0,-2.0,60,,,22.0,40.8,1029.5,,0
2018-12-01,-8.2,-11.7,-4.4,72,,,9.8,31.5,1020.8,,2
2018-12-02,-0.1,-4.5,4.2,87,,,10.0,25.9,1012.8,,7
2018-12-03,4.3,0.5,6.6,97,,,9.0,24.1,1004.5,,8
2018-12-04,5.5,2.5,7.7,95,,,11.5,33.3,1009.0,,7
2018-12-05,0.5,-3.3,5.1,91,0.5,,13.8,35.2,1025.0,,2
2018-12-06,-1.4,-5.2,0.2,98,0.0,,9.8,25.9,1024.9,,7
