date,tavg,tmin,tmax,prcp,wspd,pres,city,lat,lon
2026-01-01,Warszawa,52.23,21.01,4.4,2.5,5.5,10.6,32.9,1004.0,-1.8999999999999806,2.5
2026-01-02,Warszawa,52.23,21.01,2.7,0.8,4.3,10.7,28.9,998.3,-0.7666666666666471,2.3
2026-01-03,Warszawa,52.23,21.01,1.9,0.6,3.8,10.1,21.3,1001.9,0.26666666666668626,-1.7000000000000002
2026-01-04,Warszawa,52.23,21.01,1.3,0.3,2.3,5.0,20.8,1007.1,0.0333333333333529,-1.2999999999999998
2026-01-05,Warszawa,52.23,21.01,0.1,-0.8,1.4,2.3,14.1,1009.8,-1.866666666666647,-2.6999999999999997
2026-01-06,Warszawa,52.23,21.01,-0.2,-2.0,1.6,2.0,15.4,1014.3,-4.199999999999981,-3.0
2026-01-07,Warszawa,52.23,21.01,2.0,1.2,3.2,6.1,23.8,1009.0,-6.366666666666647,-0.8000000000000007
2026-01-08,Warszawa,52.23,21.01,3.2,1.6,4.4,3.8,21.2,1006.0,-7.533333333333314,0.3000000000000007
2026-01-09,Warszawa,52.23,21.01,4.9,4.3,5.3,12.2,32.6,994.7,-8.066666666666647,-1.0999999999999996
